Medicine Name,Uses,
Amitax 500mg Injection, Bacterial infections,
Amlovas 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Asomex-AT Tablet,Treatment of Hypertension (high blood pressure),
Arvast 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Atocor 40 Tablet, High cholesterolPrevention of Heart attack,
Alcros 200 Capsule,Treatment of Fungal infections,
Azapure Tablet, Prevention of organ rejection in transplant patientsTreatment of Rheumatoid arthritis,
Amaryl 3mg Tablet,Treatment of Type 2 diabetes mellitus,
Allrite DC Tablet ER, Sneezing and runny nose due to allergies,
Apraize 30 Tablet, Plaque psoriasis,
Aravon Injection, Amyotrophic lateral sclerosis (ALS),
Atorva Gold 20 Capsule,Prevention of Heart attack,
Asthakind-LS Drop,Treatment of Cough with mucus,
Alastin 10mg Tablet,Treatment of Allergic conditions,
Addkay Tablet PR,Treatment of Potassium deficiency,
Aten-D Tablet, Hypertension (high blood pressure),
Acnicin Gel,Treatment of Acne,
Alkamed Syrup,Treatment of GoutTreatment of Kidney stone,
Acnesol 1% solution,Treatment of Bacterial infections,
Astymin-SN Infusion, Nutritional deficiencies,
AF 300 Tablet,Treatment of Fungal infections,
Acecloren Tablet, Pain relief,
Atormac 10 Tablet, High cholesterolPrevention of Heart attack,
Ambrican 5 Tablet, Pulmonary arterial hypertension (PAH),
Azeflo FT Nasal Spray,Treatment of Sneezing and runny nose due to allergies,
Arachitol 3L Injection,Treatment of Vitamin D deficiencyTreatment of Osteoporosis,
Acivir IV Injection, Herpes Simplex Virus Infections Chickenpox Shingles Herpes labialis Genital herpes infection,
Asthalin 2 Tablet,Treatment of Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,
Alex Cough Lozenges Sugar Free, Dry cough,
Aziwok 250 Tablet,Treatment of Bacterial infections,
Azibest 500mg Tablet,Treatment of Bacterial infections,
Amifru Plus Tablet, Edema,
Amcard-AT Tablet,Treatment of Hypertension (high blood pressure),
Amcard 5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Amlopin-M Tablet PR,Treatment of Hypertension (high blood pressure),
Atorlip 40 Tablet, High cholesterolPrevention of Heart attack,
Atorva TG Tablet,Treatment of High cholesterolPrevention of Heart attack,
Airz-F Capsule, Chronic obstructive pulmonary disease (COPD),
Ageless Tablet, Nutritional deficiencies,
Ambrodil Tablet,Treatment of Respiratory tract disorders associated with viscid mucus,
Asthakind Tablet,Treatment of Cough with mucus,
Analiv 500 Tablet,Treatment of Liver  disease,
Arbitel-H Tablet,Treatment of Hypertension (high blood pressure),
Alcinac P 100mg/325mg Tablet, Pain relief,
Amlodac AT Tablet,Treatment of Hypertension (high blood pressure),
Albutamol Neo Syrup,Treatment of Asthma,
Apgel, Acne,
Albrim T Eye Drop,Treatment of Ocular hypertensionTreatment of Glaucoma,
Amnurite Beta 10/40 ER Tablet, Migraine,
Aten AM Tablet,Treatment of Hypertension (high blood pressure),
Anin 500mg Injection,Prevention of Premature Labor,
Anozest Cream,Treatment of Anal fissure,
Acidose 500mg Tablet,Treatment of IndigestionTreatment of Alkalinizing agentTreatment of Metabolic acidosis,
Alerid Cold Tablet,Treatment of Common cold,
Altonil Syrup,Treatment of InsomniaTreatment of Jet lag,
Alex Plus Paediatric Oral Drops,Treatment of Common cold,
Arifine 2.5 Tablet, Schizophrenia Mania,
Augpen HS 200 mg/28.5 mg Suspension,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Adiff Gel, Acne,
Apidra 100IU/ml Solution for Injection, Diabetes,
Azulix 2 Tablet,Treatment of Type 2 diabetes mellitus,
Aztogold 10 Capsule,Prevention of Heart attack,
Atazis 25mg Tablet,Treatment of AnxietyTreatment of Skin conditions with inflammation & itching,
Alerfix-M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Angispan-TR 6.5mg Capsule,Treatment of Angina (heart-related chest pain),
Asthalin Rotacaps,Treatment of Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,
Altiva 120mg Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,
Assurans Tablet,Treatment of Pulmonary arterial hypertension (PAH),
Azulix 1 MF Forte Tablet PR,Treatment of Type 2 diabetes mellitus,
Acnesol-NC Gel,Treatment of Acne,
Alkazip Syrup,Treatment of GoutTreatment of Kidney stone,
Atorva Gold 10 Capsule,Prevention of Heart attack,
Alides 5mg Tablet,Treatment of Allergic conditions,
Atormac Gold 20 Capsule,Prevention of Heart attack,
Azenam 1gm Injection, Severe bacterial infections,
Alnitro 2.6 Tablet CR,Treatment of Angina (heart-related chest pain),
Advanced LCF Kid Expectorant, Cough,
Abhayrab-PF Vaccine, Prevention of Rabies,
Absenz Syrup,Treatment of Epilepsy/Seizures,
Arbitel-MT 25 Tablet ER,Treatment of Hypertension (high blood pressure),
Allercet-L Tablet,Treatment of Allergic conditions,
Aisa  Tablet, Nutritional deficiencies,
Acrotac 10mg Capsule, Psoriasis,
Amlosafe MT 50 Tablet PR,Treatment of Hypertension (high blood pressure),
Apetamin Syrup,Treatment of Allergic conditions Appetite stimulant,
Aztor EZ Tablet, High cholesterol,
Amodep-TM Tablet,Treatment of Hypertension (high blood pressure),
Axcer  60mg Tablet, Prevention of heart attack and stroke,
Acnetoin Gel,Treatment of Acne,
Amlokind-Beta 50 Tablet PR,Treatment of Hypertension (high blood pressure),
Atorlip Gold 20 Capsule,Prevention of Heart attack,
Amrolstar Cream, Fungal nail infections,
Avoprost D 8mg/0.5mg Capsule,Treatment of Benign prostatic hyperplasia,
Amlip 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Atocor-CV 10 Capsule, Heart attack prevention and high cholesterol,
Anleo-DSR Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Arigaba Ointment, Neuropathic pain,
Acetik-HC Ear Drop,Treatment of Ear infection,
Amnuring 10 Tablet SR, Neuropathic pain,
Arbitel-CT 40 Tablet, Hypertension (high blood pressure),
Arkamin H Tablet, Hypertension (high blood pressure),
Actapro Tablet,Treatment of Functional dyspepsia,
Amlopres 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Alphagan Eye Drop, Ocular hypertension Glaucoma,
Ara Eye Gel, Dry eyes,
A Ret HC Cream, Melasma,
Atrodex-C Eye Drop,Treatment of Uveitis,
Ark-AP Tablet, Pain relief,
Avas CV 20 Capsule, Heart attack prevention and high cholesterol,
Advastat 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Arbitel-AV Tablet, High blood pressure with high cholesterol,
Amicin 500mg Injection, Bacterial infections,
Alfalog Tablet,Treatment of Chronic kidney disease,
Afderm-MN + Cream,Treatment of Skin infections,
Abz 400mg Tablet,Treatment of Parasitic infections,
Ampilox CV 500 mg/125 mg Tablet,Treatment of Bacterial infections,
Asomex-TM Tablet, Hypertension (high blood pressure),
Amtas-M 25 Tablet PR,Treatment of Hypertension (high blood pressure),
Adilip 45 Tablet DR, High cholesterol,
Amlip 10 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Anfoe 4000IU Injection,Treatment of Anemia due to chronic kidney diseaseTreatment of Anemia due to cancer chemotherapy,
Ace Revelol 25/2.5 Tablet ER, Hypertension (high blood pressure),
Aldigesic-Rab Capsule SR, Pain relief,
Agna 25000 Capsule DR,Treatment of Pancreatic enzyme deficiency,
Amlong-TL 40 Tablet,Treatment of Hypertension (high blood pressure),
Ambrodil-XP Syrup,Treatment of AsthmaTreatment of BronchitisTreatment of Chronic obstructive pulmonary disease (COPD),
Amclaid 625 Tablet,Treatment of Bacterial infections,
Anti-Thyrox 5 Tablet, Hyperthyroidism,
Acnedap Plus Gel,Treatment of Acne,
Asklerol 3% Injection, Varicose veins,
Agna 10000 Capsule DR,Treatment of Pancreatic enzyme deficiency,
Azee 250 Tablet,Treatment of Bacterial infections,
Angizem CD 90 Capsule ER,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of Arrhythmia,
Amlong A-25 Tablet,Treatment of Hypertension (high blood pressure),
Arzep Nasal Spray,Treatment of Sneezing and runny nose due to allergies,
Alrista SR Tablet, Diabetic nerve pain,
Allenza Tablet, Pain relief,
Azithral 500mg Injection,Treatment of Bacterial infections,
Aloja 25 Tablet,Treatment of Type 2 diabetes mellitus,
Actiheal-D Tablet, Pain relief,
Anin Tablet,Treatment of Premature LaborTreatment of Recurrent miscarriage,
Atormac Gold 10 Capsule,Prevention of Heart attack,
Advent 457mg Tablet DT,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,
Alkepin Odt 12.5mg Tablet, Schizophrenia,
Aceret 25 Capsule, Psoriasis,
Azelast Nasal Spray,Treatment of Sneezing and runny nose due to allergies,
Amlopin-AT Tablet,Treatment of Hypertension (high blood pressure),
Alorti Tablet,Treatment of Allergic conditions,
Alkanil Syrup,Treatment of GoutTreatment of Kidney stone,
Asthalin DX Syrup,Treatment of Dry cough,
Aziwok-XL 200 Liquid,Treatment of Bacterial infections,
Avapar Tablet, Abdominal cramp,
Atropine Sulphate 1% Eye Ointment,Treatment of MyopiaTreatment of Uveitis,
Amlopres L Tablet, Hypertension (high blood pressure),
Acutrol C 400 Tablet, High phosphate levels in blood,
Aldigesic Spas 80mg/100mg Tablet,Treatment of Abdominal pain,
Azmarda 200mg Tablet,Treatment of Heart failure,
Apresol Plus Tablet,Treatment of Heart failure,
Azee 1000 Tablet,Treatment of Bacterial infections,
Angistat 2.5 Capsule TR,Treatment of Angina (heart-related chest pain),
ATR-F Tablet,Treatment of High cholesterolPrevention of Heart attack,
Ambronac Tablet, Chronic obstructive pulmonary disease (COPD),
Agoprex Tablet, Depression,
Acton Prolongatum 60IU Injection, Infantile spasms,
Alphagan P Eye Drop,Treatment of Glaucoma,
Aggramed 5mg Infusion,Prevention of Heart attack,
Azulix 4 MF Tablet PR,Treatment of Type 2 diabetes mellitus,
Ara Eye Drop,Treatment of Dry eyes,
Amlodac-D Tablet SR, Hypertension (high blood pressure),
Arophyll HD 10mg/120mg/200mg Tablet, Asthma,
Anfoe 6000IU Injection,Treatment of Anemia due to chronic kidney diseaseTreatment of Anemia due to cancer chemotherapy,
Asthakind Expectorant Sugar Free,Treatment of Cough with mucus,
Atorfit 10 Tablet, High cholesterolPrevention of Heart attack,
Algest SR 200 Tablet, Hormone replacement therapy Female infertility,
Atorbest 10 Tablet, High cholesterolPrevention of Heart attack,
Aciloc Only Oral Liquid,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Amlokind 10mg Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Atrest 25 Tablet,Treatment of chorea (a movement disorder) associated with Huntington's disease,
Alcaft Eye Drop, Allergic eye disease,
Atocor 80 Tablet, High cholesterolPrevention of Heart attack,
Acemiz 100mg Tablet, Pain relief,
Alerfix Tablet,Treatment of Allergic conditions,
Aerodil-LS Expectorant,Treatment of Cough with mucus,
Airtec FB 400 Instacap,Treatment of Chronic obstructive pulmonary disease (COPD),
Anaero Gel,Treatment of Acne,
Asunra 400mg Tablet,Treatment of Iron overload,
Airtec FB 200 Instacap,Treatment of Chronic obstructive pulmonary disease (COPD),
AF 50 Tablet DT,Treatment of Fungal infections,
Ancool  SF Suspension,Treatment of Intestinal ulcersTreatment of Stomach ulcers,
Azicip 250 Tablet,Treatment of Bacterial infections,
Apidra Solostar 100IU/ml Injection, Diabetes,
Advent Forte 457mg Syrup Tangy Orange,Treatment of Resistant Tuberculosis (TB)Treatment of Bacterial infections,
Amipride 50 Tablet, Schizophrenia,
Addwet Eye Drop,Treatment of Dry eyes,
Alastin AM Tablet, Cough,
Amide 25 Tablet, Schizophrenia,
Alfugress Tablet PR,Treatment of Benign prostatic hyperplasia,
Azulix MV 2/0.2 Tablet SR,Treatment of Type 2 diabetes mellitus,
Aceron TC Tablet, Pain relief,
Aldonil Plus Tablet SR, Diabetic nerve pain,
Amtas-AT 25 Tablet,Treatment of Hypertension (high blood pressure),
Ace-Proxyvon SP Tablet, Pain relief,
Amlopres Trio Tablet, Hypertension (high blood pressure),
Anthocyn-TX Cream, Melasma,
Axinerve-P Tablet SR,Treatment of Neuropathic pain,
Apraize 10 Tablet, Plaque psoriasis,
Altacef Suspension,Treatment of Bacterial infections,
Acutret 5 Capsule,Treatment of Acne,
Anglit 2.6 Tablet CR,Treatment of Angina (heart-related chest pain),
Amiodar 200 Tablet,Treatment of Arrhythmia,
Atorsave 10 Tablet, High cholesterolPrevention of Heart attack,
Acitrom 0.5 Tablet,Treatment and prevention of Blood clots,
Amortas Cream,Treatment of Fungal infections,
Astin CV 10 Capsule, Heart attack prevention and high cholesterol,
Amlovas-AT 25 Tablet,Treatment of Hypertension (high blood pressure),
Asomex-D Tablet, Hypertension (high blood pressure),
Azulix MV 2mg/500mg/0.3mg Tablet SR,Treatment of Type 2 diabetes mellitus,
Azibact 100 Readymix Oral Suspension,Treatment of Bacterial infections,
Auradex 4mg Tablet,Treatment of Inflammatory conditionsTreatment of Autoimmune conditions,
Alrista Plus Tablet SR, Diabetic nerve pain,
Aciloc-S Suspension Sugar Free,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Amlodac 10 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Azifast Gel,Treatment of AcneTreatment of Bacterial infections,
Allerkast LC Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Aquaray Plus  Eye Drop,Treatment of Dry eyes,
Amrobrut Cream,Treatment of Fungal infections,
Aerodil-DX Syrup Raspberry Sugar Free,Treatment of Dry cough,
Arpizol 15 Tablet, Schizophrenia Mania,
Amfy V  Vaginal gel, Fungal infections of vagina,
Ace Proxyvon TH 4 Tablet,Treatment of Muscular pain,
Aim7 60 XR Tablet,Treatment of Type 2 diabetes mellitus,
Atorlip-ASP 10 Capsule,Treatment of Prevention of heart attack and stroke,
Acocontin Tablet CR,Treatment of Respiratory tract disorders associated with viscid mucus,
Abirapro 250mg Tablet, Prostate cancer,
Alpostin 500mcg Injection,Treatment of Patent ductus arteriosus (PDA),
Atorfit CV 40 Capsule, Heart attack prevention and high cholesterol,
Advastat F 160mg/10mg Tablet,Treatment of High cholesterolPrevention of Heart attack,
Arvast-CF 10 Capsule DR,Treatment of High cholesterolPrevention of Heart attack,
Arip MT 15 Tablet, Schizophrenia Mania,
Amorfine Cream, Fungal nail infections,
Atocor 10 Tablet, High cholesterolPrevention of Heart attack,
Amloz AT Tablet,Treatment of Hypertension (high blood pressure),
Azifast 250 Tablet,Treatment of Bacterial infections,
Acotrust  Tablet,Treatment of Functional dyspepsia,
Anabrez Tablet, Breast cancer,
Amfy Gel, Fungal skin infections,
Amlodac T 40 mg/5 mg Tablet,Treatment of Hypertension (high blood pressure),
Almotan 6.25 Tablet,Treatment of Acute migraine headache,
Arpimune ME 100mg Capsule, Prevention of organ rejection in transplant patients Rheumatoid arthritis PsoriasisPrevention of graft rejection following Bone marrow transplantationTreatment of Nephrotic syndrome,
Ampilox-LB Capsule, Bacterial infections,
Adgaba Gel, Neuropathic pain,
Atorlip-ASP 20 Capsule,Treatment of Prevention of heart attack and stroke,
Ampoxin-CV 500mg/125mg Tablet,Treatment of Bacterial infections,
Ambrolite Cold Syrup,Treatment of Respiratory tract disorders associated with viscid mucus,
Azildac 40 Tablet, Hypertension (high blood pressure) Heart failure Prevention of heart attack and stroke,
Atorlip CV Capsule, Heart attack prevention and high cholesterol,
Amtas 2.5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Abendol Plus 12mg/400mg Tablet,Treatment of Worm infections,
Azithral XL 200 Liquid,Treatment of Bacterial infections,
Angiplat 6.5 Capsule TR,Treatment of Angina (heart-related chest pain),
Amace Tablet, Hypertension (high blood pressure),
Alkazar Liquid,Treatment of GoutTreatment of Kidney stone,
Anti-Thyrox 20 Tablet, Hyperthyroidism,
Actoid 10 Capsule, Psoriasis,
Acera 20 Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer diseaseTreatment of Zollinger-Ellison syndrome,
Advan-THF Cream, Melasma,
Axogurd  Capsule,Treatment of Neuropathic pain,
Amlodac M Tablet PR,Treatment of Hypertension (high blood pressure),
Amtas 10 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Alenix 5 Tablet,Treatment of Allergic conditions,
Arigaba NT 100 Tablet,Treatment of Neuropathic pain,
